C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,RW,Jannik Hansen (7724035),Jannik Hansen,7724035,4000,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,C,Riley Nash (7723953),Riley Nash,7723953,3900,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,C,Bo Horvat (7723973),Bo Horvat,7723973,3900,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,LW,Anders Lee (7724005),Anders Lee,7724005,3900,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Travis Hamonic (7724081),Travis Hamonic,7724081,3900,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,LW,Matt Beleskey (7723988),Matt Beleskey,7723988,3800,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Dmitry Kulikov (7724062),Dmitry Kulikov,7724062,3800,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,C,Ryan Strome (7723970),Ryan Strome,7723970,3800,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,RW,Cal Clutterbuck (7724037),Cal Clutterbuck,7724037,3800,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Ben Hutton (7724088),Ben Hutton,7724088,3800,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,RW,Brayden Point (7724054),Brayden Point,7724054,3800,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,RW,Brian Gionta (7724020),Brian Gionta,7724020,3700,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,C,Casey Cizikas (7723967),Casey Cizikas,7723967,3700,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Christopher Tanev (7724083),Christopher Tanev,7724083,3700,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,C,Valtteri Filppula (7723975),Valtteri Filppula,7723975,3700,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,LW,Colton Sceviour (7724010),Colton Sceviour,7724010,3700,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Michael Matheson (7724108),Michael Matheson,7724108,3700,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,C,Johan Larsson (7723955),Johan Larsson,7723955,3600,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,LW,Zemgus Girgensons (7723992),Zemgus Girgensons,7723992,3600,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,RW,Austin Czarnik (7724030),Austin Czarnik,7724030,3500,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Brandon Carlo (7724069),Brandon Carlo,7724069,3500,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Dennis Seidenberg (7724072),Dennis Seidenberg,7724072,3500,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Philip Larsen (7724078),Philip Larsen,7724078,3500,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,LW,Marcus Foligno (7723990),Marcus Foligno,7723990,3400,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,D,John-Michael Liles (7724056),John-Michael Liles,7724056,3400,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Cody Franson (7724059),Cody Franson,7724059,3400,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,RW,Jason Chimera (7724032),Jason Chimera,7724032,3400,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,RW,Jake Virtanen (7724040),Jake Virtanen,7724040,3400,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,D,Calvin de Haan (7724079),Calvin de Haan,7724079,3400,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Jason Garrison (7724098),Jason Garrison,7724098,3400,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,D,Jason Demers (7724099),Jason Demers,7724099,3400,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,LW,Alexandre Burrows (7723999),Alexandre Burrows,7723999,3300,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,RW,Jack Skille (7724034),Jack Skille,7724034,3300,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,D,Slater Koekkoek (7724107),Slater Koekkoek,7724107,3300,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,RW,Jimmy Hayes (7724024),Jimmy Hayes,7724024,3200,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Kevan Miller (7724063),Kevan Miller,7724063,3200,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Colin Miller (7724067),Colin Miller,7724067,3200,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,C,Mathew Barzal (7723974),Mathew Barzal,7723974,3200,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Thomas Hickey (7724076),Thomas Hickey,7724076,3200,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,RW,Shane Prince (7724039),Shane Prince,7724039,3100,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Ryan Pulock (7724089),Ryan Pulock,7724089,3100,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,RW,Hudson Fasching (7724028),Hudson Fasching,7724028,3000,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,D,Josh Gorges (7724057),Josh Gorges,7724057,3000,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,C,Mikhail Grabovski (7723963),Mikhail Grabovski,7723963,3000,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,LW,Nikolay Kulemin (7724000),Nikolay Kulemin,7724000,3000,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,LW,Markus Granlund (7724003),Markus Granlund,7724003,3000,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,LW,Jayson Megna (7724004),Jayson Megna,7724004,3000,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,RW,Anthony Beauvillier (7724041),Anthony Beauvillier,7724041,3000,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,C,Denis Malgin (7723985),Denis Malgin,7723985,3000,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,LW,Brian Boyle (7724009),Brian Boyle,7724009,3000,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,C,Dominic Moore (7723950),Dominic Moore,7723950,2900,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,LW,William Carrier (7723994),William Carrier,7723994,2900,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,RW,Nicolas Deslauriers (7724026),Nicolas Deslauriers,7724026,2900,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,RW,Nicholas Baptiste (7724027),Nicholas Baptiste,7724027,2900,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,D,Adam McQuaid (7724058),Adam McQuaid,7724058,2900,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Jake McCabe (7724066),Jake McCabe,7724066,2900,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,C,Brendan Gaunce (7723972),Brendan Gaunce,7723972,2900,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,D,Erik Gudbranson (7724084),Erik Gudbranson,7724084,2900,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,LW,Jared McCann (7724019),Jared McCann,7724019,2900,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,RW,J.T. Brown (7724052),J.T. Brown,7724052,2900,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,C,Derek Grant (7723956),Derek Grant,7723956,2800,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,D,Troy Stecher (7724091),Troy Stecher,7724091,2800,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,C,Cedric Paquette (7723982),Cedric Paquette,7723982,2800,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,RW,Shane Harper (7724046),Shane Harper,7724046,2800,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Alex Petrovic (7724105),Alex Petrovic,7724105,2800,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Nikita Nesterov (7724106),Nikita Nesterov,7724106,2800,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,D,Andrej Sustr (7724109),Andrej Sustr,7724109,2800,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,LW,Alexander Nylander (7723996),Alexander Nylander,7723996,2700,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,C,Michael Chaput (7723969),Michael Chaput,7723969,2700,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,C,Alan Quine (7723971),Alan Quine,7723971,2700,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,LW,Ross Johnston (7724006),Ross Johnston,7724006,2700,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,RW,Derek Dorsett (7724036),Derek Dorsett,7724036,2700,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,RW,Anton Rodin (7724038),Anton Rodin,7724038,2700,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,D,Luca Sbisa (7724077),Luca Sbisa,7724077,2700,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,D,Alex Biega (7724082),Alex Biega,7724082,2700,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,C,Greg McKegg (7723978),Greg McKegg,7723978,2700,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,LW,Derek MacKenzie (7724007),Derek MacKenzie,7724007,2700,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Braydon Coburn (7724094),Braydon Coburn,7724094,2700,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,C,Daniel Catenacci (7723957),Daniel Catenacci,7723957,2600,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,LW,Tim Schaller (7723993),Tim Schaller,7723993,2600,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,RW,Noel Acciari (7724031),Noel Acciari,7724031,2600,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Justin Falk (7724061),Justin Falk,7724061,2600,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,D,Joe Morrow (7724064),Joe Morrow,7724064,2600,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Brendan Guhle (7724070),Brendan Guhle,7724070,2600,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,D,Casey Nelson (7724071),Casey Nelson,7724071,2600,Buf@Bos 07:00PM ET,Buf,
,,,,,,,,,,C,Bracken Kearns (7723965),Bracken Kearns,7723965,2600,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Scott Mayfield (7724085),Scott Mayfield,7724085,2600,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Adam Pelech (7724087),Adam Pelech,7724087,2600,Van@NYI 07:00PM ET,NYI,
,,,,,,,,,,D,Nikita Tryamkin (7724090),Nikita Tryamkin,7724090,2600,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,LW,Tye McGinn (7724011),Tye McGinn,7724011,2600,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,RW,Shawn Thornton (7724043),Shawn Thornton,7724043,2600,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,RW,Kyle Rau (7724050),Kyle Rau,7724050,2600,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Steven Kampfer (7724103),Steven Kampfer,7724103,2600,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Mark Pysyk (7724104),Mark Pysyk,7724104,2600,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,C,Sean Kuraly (7723958),Sean Kuraly,7723958,2500,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,LW,Jake DeBrusk (7723995),Jake DeBrusk,7723995,2500,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,RW,Tyler Randell (7724025),Tyler Randell,7724025,2500,Buf@Bos 07:00PM ET,Bos,
,,,,,,,,,,D,Andrew Alberts (7724074),Andrew Alberts,7724074,2500,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,D,Andrey Pedan (7724086),Andrey Pedan,7724086,2500,Van@NYI 07:00PM ET,Van,
,,,,,,,,,,C,Brody Sutter (7723981),Brody Sutter,7723981,2500,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,C,Jayce Hawryluk (7723984),Jayce Hawryluk,7723984,2500,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,LW,Cory Conacher (7724012),Cory Conacher,7724012,2500,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,RW,Erik Condra (7724045),Erik Condra,7724045,2500,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,RW,Paul Thompson (7724047),Paul Thompson,7724047,2500,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,RW,Logan Shaw (7724049),Logan Shaw,7724049,2500,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,RW,Joel Vermin (7724053),Joel Vermin,7724053,2500,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,D,Mattias Ohlund (7724092),Mattias Ohlund,7724092,2500,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,D,Willie Mitchell (7724093),Willie Mitchell,7724093,2500,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Jakub Kindl (7724095),Jakub Kindl,7724095,2500,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Matt Taormina (7724100),Matt Taormina,7724100,2500,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,D,Brent Regner (7724102),Brent Regner,7724102,2500,TB@Fla 07:30PM ET,Fla,
,,,,,,,,,,D,Luke Witkowski (7724110),Luke Witkowski,7724110,2500,TB@Fla 07:30PM ET,TB,
,,,,,,,,,,D,Ian McCoshen (7724111),Ian McCoshen,7724111,2500,TB@Fla 07:30PM ET,Fla,
