Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status
nhl.p.4854,Cam,Talbot,G,EDM,SJ,EDM@SJ,10:30PM EST,36,11.6," "
nhl.p.4860,Eric,Gryba,D,EDM,SJ,EDM@SJ,10:30PM EST,12,2.7," "
nhl.p.4961,Taylor,Hall,LW,EDM,SJ,EDM@SJ,10:30PM EST,23,8.3," "
nhl.p.5136,Brandon,Davidson,D,EDM,SJ,EDM@SJ,10:30PM EST,12,3.2," "
nhl.p.5190,Mark,Fayne,D,EDM,SJ,EDM@SJ,10:30PM EST,12,2.4," "
nhl.p.5323,Anton,Lander,C,EDM,SJ,EDM@SJ,10:30PM EST,12,2.4," "
nhl.p.5341,Anders,Nilsson,G,EDM,SJ,EDM@SJ,10:30PM EST,26,10.6," "
nhl.p.5362,Ryan,Nugent-Hopkins,C,EDM,SJ,EDM@SJ,10:30PM EST,17,6.1," "
nhl.p.5549,Iiro,Pakarinen,RW,EDM,SJ,EDM@SJ,10:30PM EST,12,2.0," "
nhl.p.5714,Justin,Schultz,D,EDM,SJ,EDM@SJ,10:30PM EST,12,4.1," "
nhl.p.5979,Brad,Hunt,D,EDM,SJ,EDM@SJ,10:30PM EST,12,3.1," "
nhl.p.5986,Darnell,Nurse,D,EDM,SJ,EDM@SJ,10:30PM EST,12,3.8," "
nhl.p.6369,Leon,Draisaitl,C,EDM,SJ,EDM@SJ,10:30PM EST,16,4.6," "
nhl.p.1929,Andrew,Ference,D,EDM,SJ,EDM@SJ,10:30PM EST,12,2.3,IR
nhl.p.5380,Oscar,Klefbom,D,EDM,SJ,EDM@SJ,10:30PM EST,15,4.5,DTD
nhl.p.5681,Nail,Yakupov,RW,EDM,SJ,EDM@SJ,10:30PM EST,13,4.1,IR
nhl.p.6743,Connor,McDavid,C,EDM,SJ,EDM@SJ,10:30PM EST,20,6.2,IR
nhl.p.1485,Dainius,Zubrus,C,SJ,EDM,EDM@SJ,10:30PM EST,12,2.0,IR
nhl.p.1600,Joe,Thornton,C,SJ,EDM,EDM@SJ,10:30PM EST,24,6.1," "
nhl.p.1644,Patrick,Marleau,LW,SJ,EDM,EDM@SJ,10:30PM EST,20,6.4," "
nhl.p.2992,Paul,Martin,D,SJ,EDM,EDM@SJ,10:30PM EST,12,3.9," "
nhl.p.3358,Brent,Burns,D,SJ,EDM,EDM@SJ,10:30PM EST,34,9.0," "
nhl.p.3829,Marc-Edouard,Vlasic,D,SJ,EDM,EDM@SJ,10:30PM EST,19,5.4," "
nhl.p.3985,Joe,Pavelski,C,SJ,EDM,EDM@SJ,10:30PM EST,29,9.4," "
nhl.p.4057,Mike,Brown,RW,SJ,EDM,EDM@SJ,10:30PM EST,12,1.4," "
nhl.p.4079,Joel,Ward,RW,SJ,EDM,EDM@SJ,10:30PM EST,15,5.0," "
nhl.p.4248,Logan,Couture,C,SJ,EDM,EDM@SJ,10:30PM EST,21,7.8," "
nhl.p.4581,Martin,Jones,G,SJ,EDM,EDM@SJ,10:30PM EST,32,10.1," "
nhl.p.4642,Alex,Stalock,G,SJ,EDM,EDM@SJ,10:30PM EST,20,8.4," "
nhl.p.4886,Ben,Smith,RW,SJ,EDM,EDM@SJ,10:30PM EST,12,2.8," "
nhl.p.4888,Justin,Braun,D,SJ,EDM,EDM@SJ,10:30PM EST,18,5.1," "
nhl.p.4944,Tommy,Wingels,RW,SJ,EDM,EDM@SJ,10:30PM EST,12,4.5," "
nhl.p.5072,Joonas,Donskoi,RW,SJ,EDM,EDM@SJ,10:30PM EST,13,3.9," "
nhl.p.5251,Brenden,Dillon,D,SJ,EDM,EDM@SJ,10:30PM EST,12,3.2," "
nhl.p.5415,Matt,Nieto,LW,SJ,EDM,EDM@SJ,10:30PM EST,12,3.5," "
nhl.p.5544,Dylan,DeMelo,D,SJ,EDM,EDM@SJ,10:30PM EST,12,1.4," "
nhl.p.5647,Matt,Tennyson,D,SJ,EDM,EDM@SJ,10:30PM EST,12,3.2," "
nhl.p.5697,Tomas,Hertl,LW,SJ,EDM,EDM@SJ,10:30PM EST,17,4.4," "
nhl.p.5744,Chris,Tierney,C,SJ,EDM,EDM@SJ,10:30PM EST,12,3.4," "
nhl.p.6361,Melker,Karlsson,C,SJ,EDM,EDM@SJ,10:30PM EST,12,4.4," "
