C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,D,Alex Pietrangelo (7734193),Alex Pietrangelo,7734193,5200,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Sami Vatanen (7734157),Sami Vatanen,7734157,5100,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,LW,Bobby Ryan (7734086),Bobby Ryan,7734086,5100,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,RW,Mark Stone (7734129),Mark Stone,7734129,5100,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,C,Paul Stastny (7734068),Paul Stastny,7734068,5100,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,RW,Cam Atkinson (7734117),Cam Atkinson,7734117,5000,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,C,Derick Brassard (7734057),Derick Brassard,7734057,5000,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,C,Alexander Wennberg (7734055),Alexander Wennberg,7734055,4900,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,RW,Nick Foligno (7734114),Nick Foligno,7734114,4900,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,LW,Boone Jenner (7734079),Boone Jenner,7734079,4800,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,D,Colton Parayko (7734199),Colton Parayko,7734199,4700,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,LW,Matt Moulson (7734087),Matt Moulson,7734087,4600,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,C,Brandon Dubinsky (7734050),Brandon Dubinsky,7734050,4500,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,RW,Sam Reinhart (7734135),Sam Reinhart,7734135,4500,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Seth Jones (7734162),Seth Jones,7734162,4400,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,RW,David Perron (7734140),David Perron,7734140,4400,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,LW,Andrew Cogliano (7734075),Andrew Cogliano,7734075,4300,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,D,Hampus Lindholm (7734161),Hampus Lindholm,7734161,4300,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,RW,Zack Smith (7734128),Zack Smith,7734128,4300,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,C,Jori Lehtera (7734070),Jori Lehtera,7734070,4300,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,LW,Nick Ritchie (7734083),Nick Ritchie,7734083,4200,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,D,Dion Phaneuf (7734167),Dion Phaneuf,7734167,4200,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,LW,Robby Fabbri (7734110),Robby Fabbri,7734110,4200,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,LW,Scott Hartnell (7734073),Scott Hartnell,7734073,4100,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,RW,Sam Gagner (7734116),Sam Gagner,7734116,4100,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,LW,Tyler Ennis (7734088),Tyler Ennis,7734088,4000,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Zach Bogosian (7734172),Zach Bogosian,7734172,4000,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Brian Campbell (7734185),Brian Campbell,7734185,4000,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,LW,Ryan Dzingel (7734093),Ryan Dzingel,7734093,3900,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,C,Patrik Berglund (7734067),Patrik Berglund,7734067,3900,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Jay Bouwmeester (7734187),Jay Bouwmeester,7734187,3900,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,C,Jean-Gabriel Pageau (7734063),Jean-Gabriel Pageau,7734063,3800,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Dmitry Kulikov (7734175),Dmitry Kulikov,7734175,3800,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,LW,Nick Schmaltz (7734109),Nick Schmaltz,7734109,3800,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,RW,Nail Yakupov (7734145),Nail Yakupov,7734145,3800,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,C,Antoine Vermette (7734045),Antoine Vermette,7734045,3700,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,D,David Savard (7734154),David Savard,7734154,3700,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,LW,Zemgus Girgensons (7734094),Zemgus Girgensons,7734094,3700,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,RW,Brian Gionta (7734124),Brian Gionta,7734124,3700,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Cody Ceci (7734179),Cody Ceci,7734179,3700,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Ryan Murray (7734160),Ryan Murray,7734160,3600,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,C,Johan Larsson (7734060),Johan Larsson,7734060,3600,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Niklas Hjalmarsson (7734190),Niklas Hjalmarsson,7734190,3600,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,D,Kevin Bieksa (7734151),Kevin Bieksa,7734151,3500,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,LW,Marcus Foligno (7734090),Marcus Foligno,7734090,3500,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,LW,Clarke MacArthur (7734085),Clarke MacArthur,7734085,3400,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,RW,Tom Pyatt (7734127),Tom Pyatt,7734127,3400,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Cody Franson (7734170),Cody Franson,7734170,3400,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,LW,Ryan Garbutt (7734078),Ryan Garbutt,7734078,3300,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,D,Jack Johnson (7734149),Jack Johnson,7734149,3300,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,D,Shea Theodore (7734163),Shea Theodore,7734163,3300,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,C,Chris Kelly (7734056),Chris Kelly,7734056,3300,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Michal Rozsival (7734186),Michal Rozsival,7734186,3300,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,D,Gustav Forsling (7734204),Gustav Forsling,7734204,3200,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,C,Chris Wagner (7734051),Chris Wagner,7734051,3100,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,RW,Josh Anderson (7734121),Josh Anderson,7734121,3100,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,D,Simon Despres (7734152),Simon Despres,7734152,3100,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,LW,Ryan Hartman (7734107),Ryan Hartman,7734107,3100,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,RW,Hudson Fasching (7734134),Hudson Fasching,7734134,3000,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Josh Gorges (7734168),Josh Gorges,7734168,3000,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Marc Methot (7734169),Marc Methot,7734169,3000,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,RW,Ryan Reaves (7734138),Ryan Reaves,7734138,3000,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Carl Gunnarsson (7734194),Carl Gunnarsson,7734194,3000,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Trevor van Riemsdyk (7734203),Trevor van Riemsdyk,7734203,3000,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,C,Michael Sgarbossa (7734052),Michael Sgarbossa,7734052,2900,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,LW,Emerson Etem (7734077),Emerson Etem,7734077,2900,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,D,Clayton Stoner (7734150),Clayton Stoner,7734150,2900,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,D,Korbinian Holzer (7734153),Korbinian Holzer,7734153,2900,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,LW,William Carrier (7734095),William Carrier,7734095,2900,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,RW,Nicolas Deslauriers (7734130),Nicolas Deslauriers,7734130,2900,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,RW,Nicholas Baptiste (7734133),Nicholas Baptiste,7734133,2900,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Jake McCabe (7734181),Jake McCabe,7734181,2900,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,C,Marcus Kruger (7734072),Marcus Kruger,7734072,2900,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,RW,Ty Rattie (7734143),Ty Rattie,7734143,2900,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,RW,Dmitrij Jaskin (7734144),Dmitrij Jaskin,7734144,2900,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,RW,Tanner Kero (7734147),Tanner Kero,7734147,2900,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,D,Joel Edmundson (7734196),Joel Edmundson,7734196,2900,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,C,Nate Thompson (7734049),Nate Thompson,7734049,2800,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,LW,Joseph Cramarossa (7734081),Joseph Cramarossa,7734081,2800,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,D,Dalton Prout (7734156),Dalton Prout,7734156,2800,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,D,Josh Manson (7734159),Josh Manson,7734159,2800,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,C,Derek Grant (7734061),Derek Grant,7734061,2800,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,RW,Curtis Lazar (7734132),Curtis Lazar,7734132,2800,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Fredrik Claesson (7734177),Fredrik Claesson,7734177,2800,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,LW,Vinnie Hinostroza (7734106),Vinnie Hinostroza,7734106,2800,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,LW,Samuel Blais (7734111),Samuel Blais,7734111,2800,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Robert Bortuzzo (7734195),Robert Bortuzzo,7734195,2800,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Erik Gustafsson (7734200),Erik Gustafsson,7734200,2800,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,C,Lukas Sedlak (7734054),Lukas Sedlak,7734054,2700,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,LW,David Clarkson (7734074),David Clarkson,7734074,2700,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,LW,Matt Calvert (7734076),Matt Calvert,7734076,2700,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,LW,Sonny Milano (7734084),Sonny Milano,7734084,2700,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,RW,Jared Boll (7734115),Jared Boll,7734115,2700,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,D,Markus Nutivaara (7734166),Markus Nutivaara,7734166,2700,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,LW,Matt Puempel (7734092),Matt Puempel,7734092,2700,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,LW,Alexander Nylander (7734097),Alexander Nylander,7734097,2700,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,RW,Chris Neil (7734123),Chris Neil,7734123,2700,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Mark Borowiecki (7734176),Mark Borowiecki,7734176,2700,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Chris Wideman (7734178),Chris Wideman,7734178,2700,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,C,Kyle Brodziak (7734065),Kyle Brodziak,7734065,2700,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,LW,Scottie Upshall (7734098),Scottie Upshall,7734098,2700,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,LW,Dennis Rasmussen (7734108),Dennis Rasmussen,7734108,2700,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,RW,Jordin Tootoo (7734137),Jordin Tootoo,7734137,2700,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,D,Michal Kempny (7734205),Michal Kempny,7734205,2700,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,C,William Karlsson (7734053),William Karlsson,7734053,2600,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,LW,Nic Kerdiles (7734082),Nic Kerdiles,7734082,2600,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,RW,Stefan Noesen (7734119),Stefan Noesen,7734119,2600,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,D,Nate Guenin (7734148),Nate Guenin,7734148,2600,Anh@Cls 07:00PM ET,Anh,
,,,,,,,,,,C,Daniel Catenacci (7734062),Daniel Catenacci,7734062,2600,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,LW,Nick Paul (7734096),Nick Paul,7734096,2600,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Michael Kostka (7734171),Michael Kostka,7734171,2600,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Justin Falk (7734174),Justin Falk,7734174,2600,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Brendan Guhle (7734183),Brendan Guhle,7734183,2600,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,D,Casey Nelson (7734184),Casey Nelson,7734184,2600,Ott@Buf 07:30PM ET,Buf,
,,,,,,,,,,C,Landon Ferraro (7734071),Landon Ferraro,7734071,2600,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,LW,Brandon Mashinter (7734100),Brandon Mashinter,7734100,2600,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,LW,Andrew Desjardins (7734101),Andrew Desjardins,7734101,2600,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,RW,Mark McNeill (7734142),Mark McNeill,7734142,2600,Chi@StL 08:00PM ET,Chi,
,,,,,,,,,,D,Petteri Lindbohm (7734201),Petteri Lindbohm,7734201,2600,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,C,Jarret Stoll (7734044),Jarret Stoll,7734044,2500,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,C,Gregory Campbell (7734046),Gregory Campbell,7734046,2500,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,RW,Keegan Kolesar (7734122),Keegan Kolesar,7734122,2500,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,D,Scott Harrington (7734158),Scott Harrington,7734158,2500,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,D,Dillon Heatherington (7734164),Dillon Heatherington,7734164,2500,Anh@Cls 07:00PM ET,Cls,
,,,,,,,,,,RW,Mike Blunden (7734125),Mike Blunden,7734125,2500,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,RW,Max McCormick (7734131),Max McCormick,7734131,2500,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,D,Patrick Sieloff (7734180),Patrick Sieloff,7734180,2500,Ott@Buf 07:30PM ET,Ott,
,,,,,,,,,,LW,Magnus Paajarvi (7734102),Magnus Paajarvi,7734102,2500,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,LW,Kenny Agostino (7734105),Kenny Agostino,7734105,2500,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Chris Butler (7734192),Chris Butler,7734192,2500,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Brad Hunt (7734197),Brad Hunt,7734197,2500,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Jordan Schmaltz (7734198),Jordan Schmaltz,7734198,2500,Chi@StL 08:00PM ET,StL,
,,,,,,,,,,D,Viktor Svedberg (7734202),Viktor Svedberg,7734202,2500,Chi@StL 08:00PM ET,Chi,
